Continente,Localidae,Fluxo Comercial,Mercadoria,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Europe,Poland,Export,Crustaceans,14426,9189,9552,7284,7643,6031,7698,7724,2634,7105,6415,4607,2004,2137,2148,1703
Europe,Poland,Export,Fish,135024,154421,147062,147462,169244,176356,181648,197627,209205,238556,291041,312616,273263,285609,283801,301615
Europe,Poland,Import,Crustaceans,4596,4009,4158,5132,7087,5978,6788,6829,6218,6125,7313,6613,7255,7442,8113,8448
Europe,Poland,Import,Fish,266751,253039,215338,228793,282191,288182,325130,350638,387836,393659,435099,428735,438688,470554,499711,498029
Europe,Portugal,Export,Crustaceans,5417,4351,3445,3617,2656,4289,3894,5080,7667,7564,8046,9839,12881,10436,11555,13638
Europe,Portugal,Export,Fish,79075,78436,82597,87183,102670,98155,112276,118732,112796,106476,127353,140546,172622,194074,199328,198746
Europe,Portugal,Import,Crustaceans,14743,16868,17966,18562,20015,23168,24206,25657,26912,31353,33767,29913,32001,27845,34277,33850
Europe,Portugal,Import,Fish,253057,262929,269531,274076,278665,285664,314355,327432,296211,306509,292306,300207,338421,369927,365710,363555
Europe,Romania,Export,Crustaceans,3,0,5,0,3,2,3,19,16,19,9,35,31,2,10,19
Europe,Romania,Export,Fish,112,24,118,38,378,189,69,350,624,2824,2965,5010,4308,4405,3413,3872
Europe,Romania,Import,Crustaceans,763,589,290,102,196,289,315,504,706,552,609,699,841,902,819,1108
Europe,Romania,Import,Fish,34811,43516,50042,59446,66262,79185,79590,73568,86654,88132,83728,65590,71327,71813,82685,89187
Europe,Russian Federation,Export,Crustaceans,52242,44150,40305,37342,29368,29112,27964,33497,31538,30336,34320,38339,35634,37774,53634,55233
Europe,Russian Federation,Export,Fish,1119706,1157093,1176822,1170756,1183614,1318849,1315462,1276910,1327950,1342309,1597138,1713603,1662334,1848868,1654901,1727337
Europe,Russian Federation,Import,Crustaceans,8236,14559,22323,31800,36587,47359,48325,71041,69875,55691,65845,63923,59395,68622,55993,25498
Europe,Russian Federation,Import,Fish,459862,593962,579383,671860,778066,903688,800941,985869,998153,878905,899374,828420,873306,916176,791276,502925
Europe,Serbia,Export,Crustaceans,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1
Europe,Serbia,Export,Fish,0,0,0,0,0,0,350,414,467,475,544,443,490,666,1061,1136
Europe,Serbia,Import,Crustaceans,0,0,0,0,0,0,85,114,148,98,117,136,124,129,179,123
Europe,Serbia,Import,Fish,0,0,0,0,0,0,27679,33944,33299,26653,23865,32935,32428,26631,29940,24724
Europe,Serbia and Montenegro,Export,Crustaceans,21,17,0,7,1,0,0,0,0,0,0,0,0,0,0,0
Europe,Serbia and Montenegro,Export,Fish,119,180,159,81,217,205,0,0,0,0,0,0,0,0,0,0
Europe,Serbia and Montenegro,Import,Crustaceans,22,39,44,40,82,91,0,0,0,0,0,0,0,0,0,0
Europe,Serbia and Montenegro,Import,Fish,10129,18988,23849,18315,30294,27124,0,0,0,0,0,0,0,0,0,0
Europe,Slovakia,Export,Crustaceans,0,0,0,0,0,0,0,3,6,20,16,12,17,32,11,21
Europe,Slovakia,Export,Fish,669,531,758,903,1523,1502,2313,1389,1333,1058,1450,2181,1660,1804,2130,1864
Europe,Slovakia,Import,Crustaceans,50,27,51,75,82,348,630,1117,808,449,512,413,313,400,150,149
Europe,Slovakia,Import,Fish,21585,20085,21762,20790,21205,20644,24169,21117,22454,21355,24308,23473,21628,24396,25039,27528
Europe,Slovenia,Export,Crustaceans,10,9,4,16,20,17,32,86,48,55,32,56,48,36,70,68
Europe,Slovenia,Export,Fish,2067,2081,2018,2052,2572,6545,3906,2898,3834,4002,4660,4322,3350,3980,4867,4850
Europe,Slovenia,Import,Crustaceans,374,338,350,357,405,430,486,593,636,601,571,538,512,495,557,551
Europe,Slovenia,Import,Fish,6731,7515,7999,8861,10245,13676,12431,10987,11963,12337,13352,12998,11637,12048,13084,13307
Europe,Spain,Export,Crustaceans,17012,21390,28621,25602,25830,21030,25539,35452,27811,35683,36312,44754,41963,42273,39676,45948
Europe,Spain,Export,Fish,591265,683892,583437,641545,646342,707838,683553,688820,708689,772201,775086,806489,747947,698055,800267,758771
Europe,Spain,Import,Crustaceans,142341,156708,155731,174634,176785,188989,215943,218095,206204,196401,207015,213800,184810,179429,186623,193619
Europe,Spain,Import,Fish,744496,860104,852893,953337,873584,870978,907342,947684,875031,933319,960381,958528,869937,869366,951333,979813
Europe,Sweden,Export,Crustaceans,4040,3539,4281,4366,5032,4608,3681,4438,4235,3593,4460,4040,3495,3572,4055,2871
Europe,Sweden,Export,Fish,254857,256377,255623,272257,312599,350017,426016,426368,458130,521772,571566,566575,629913,661474,695091,793065
Europe,Sweden,Import,Crustaceans,25754,27407,26302,29839,32010,34531,32892,35077,32565,33877,36976,35775,36012,38584,37083,33554
Europe,Sweden,Import,Fish,166410,178191,191502,237843,280332,316524,351770,413577,446178,474950,511076,546657,627994,646730,692965,764660
Europe,Switzerland,Export,Crustaceans,23,8,16,10,12,10,5,10,71,86,29,45,52,67,12,11
Europe,Switzerland,Export,Fish,79,82,122,148,169,179,188,210,176,245,283,261,318,500,659,473
Europe,Switzerland,Import,Crustaceans,6046,6430,5031,5883,6469,6625,7663,8639,8613,8827,9428,10201,9142,9415,9643,8721
Europe,Switzerland,Import,Fish,44903,46129,44831,45030,45954,45418,48577,48960,50747,52996,53270,53278,52745,57246,55503,57290
Europe,Ukraine,Export,Crustaceans,259,6448,186,592,872,567,498,726,382,157,107,131,29,76,116,211
Europe,Ukraine,Export,Fish,83452,50157,37794,31029,16320,19723,20411,24222,23521,59993,55869,48623,55451,51073,39349,8196
Europe,Ukraine,Import,Crustaceans,1610,318,643,1450,1518,4082,9174,14387,14519,7852,8337,10182,9310,9252,5328,1006
Europe,Ukraine,Import,Fish,232907,317739,295542,287564,296447,406307,382972,442048,549432,432584,345123,371921,407367,443498,330122,222846
Europe,United Kingdom,Export,Crustaceans,58887,61469,65250,67720,66835,65357,65508,66424,56734,57438,60769,52953,51800,54479,51472,46091
Europe,United Kingdom,Export,Fish,550326,567946,505910,543167,538108,546144,490971,512391,487417,565143,602204,527257,590690,573220,710251,637823
Europe,United Kingdom,Import,Crustaceans,83566,87693,91298,96255,95630,98910,99024,97125,90322,95218,94654,98073,94166,99357,90935,84698
Europe,United Kingdom,Import,Fish,453551,522982,513740,514375,546892,587591,642607,623825,641575,598380,590119,594704,635871,612203,584623,552023
Oceania,Australia,Export,Crustaceans,29353,28925,24458,24004,25430,23858,20850,16082,16667,14340,14396,13159,11776,13941,16596,15527
Oceania,Australia,Export,Fish,29558,32528,33459,29571,26403,26100,24380,23644,23162,24818,22341,22196,18916,17698,20663,31456
Oceania,Australia,Import,Crustaceans,15943,18574,18457,24757,28040,31343,35451,33645,28739,33435,35934,36635,40657,38909,40263,34964
Oceania,Australia,Import,Fish,101337,109051,112850,125541,151767,125529,130210,135254,140530,131452,144639,143955,152873,162312,162793,154433
Oceania,Cook Islands,Export,Fish,14,6,631,771,464,1265,740,900,500,400,1300,1100,1774,1056,1203,1378
Oceania,Cook Islands,Import,Crustaceans,4,5,3,3,2,6,6,10,24,25,30,34,23,27,19,21
Oceania,Cook Islands,Import,Fish,135,52,23,194,49,151,93,152,99,95,129,79,117,110,270,292
Oceania,Fiji,Export,Crustaceans,8,20,8,8,1,16,2,0,0,0,5,58,3,1,2,1
Oceania,Fiji,Export,Fish,10424,13120,15091,17530,19452,21187,23961,28892,36823,31993,43782,36216,6973,19150,20555,20499
Oceania,Fiji,Import,Crustaceans,41,165,112,126,177,183,163,198,157,155,242,160,241,256,197,311
Oceania,Fiji,Import,Fish,8865,16129,19515,35085,37262,33738,23523,23710,24446,22607,37943,71989,80106,63903,121406,67013
Oceania,French Polynesia,Export,Crustaceans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Oceania,French Polynesia,Export,Fish,1751,2801,1919,1211,770,586,634,857,442,793,943,912,1556,1230,1473,1776
Oceania,French Polynesia,Import,Crustaceans,388,379,473,606,579,712,729,848,719,806,758,393,428,330,438,296
Oceania,French Polynesia,Import,Fish,1526,1575,1500,1574,1604,1974,1543,1762,1877,1784,1696,1935,2120,1876,1937,1756
Oceania,Kiribati,Export,Crustaceans,2,5,7,5,1,16,6,0,0,0,0,15,0,0,0,0
Oceania,Kiribati,Export,Fish,7552,3511,4900,4111,4531,5864,5076,12241,12598,23550,26819,42298,54432,60870,98079,101862
Oceania,Kiribati,Import,Crustaceans,22,0,0,2,0,0,3,4,0,0,0,0,4,0,2,1
Oceania,Kiribati,Import,Fish,372,189,301,550,303,598,349,307,285,549,462,687,241,141,220,177
Oceania,Marshall Islands,Export,Crustaceans,0,0,22,0,0,0,0,5,0,1,1,3,4,3,15,1
Oceania,Marshall Islands,Export,Fish,3989,11130,16476,14985,21620,25528,15170,20366,25489,36006,40122,53219,54561,57739,61576,56096
Oceania,Marshall Islands,Import,Crustaceans,1,2,3,2,18,0,0,0,0,0,100,1,2,10,10,4
Oceania,Marshall Islands,Import,Fish,119,101,186,247,339,267,392,410,447,716,1301,1150,2897,1688,2702,1407
Oceania,"Micronesia, Fed.States of",Export,Crustaceans,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,"Micronesia, Fed.States of",Export,Fish,17398,14290,16975,25431,23227,23233,8667,12933,16481,16694,19350,22428,30331,19721,30934,43697
Oceania,"Micronesia, Fed.States of",Import,Crustaceans,7,2,0,0,16,4,0,1,1,1,0,2,0,4,0,6
Oceania,"Micronesia, Fed.States of",Import,Fish,1011,1412,1136,1571,1506,1170,928,933,1064,1046,1613,2097,3160,2618,2315,2390
Oceania,New Caledonia,Export,Crustaceans,1253,1755,1411,1284,1516,1712,1789,1307,1297,1079,746,708,817,868,959,642
Oceania,New Caledonia,Export,Fish,967,1140,1102,1650,1124,1181,631,665,735,961,1139,861,809,805,655,611
Oceania,New Caledonia,Import,Crustaceans,35,34,26,29,27,46,34,52,61,38,38,43,33,29,28,23
Oceania,New Caledonia,Import,Fish,1095,1432,1134,1354,1255,1309,1407,1479,1822,1416,1602,1529,1674,1541,1387,1249
Oceania,New Zealand,Export,Crustaceans,3852,3043,3043,2923,2575,3143,3263,3089,3126,2981,4110,3473,4260,4260,3412,3501
Oceania,New Zealand,Export,Fish,199170,196943,211210,196075,198071,194841,192943,190425,175139,185387,222276,201195,225498,223584,211958,213938
Oceania,New Zealand,Import,Crustaceans,2202,1766,2261,2352,2788,3773,3983,4980,4336,3736,5589,5067,6987,5886,5243,4999
Oceania,New Zealand,Import,Fish,13658,13931,12989,12523,13182,15708,16276,18764,20411,19385,25897,22694,23110,21183,21108,21316
Oceania,Palau,Export,Fish,58,74,40,17,14,109,221,292,151,124,212,102,90,106,159,135
Oceania,Palau,Import,Crustaceans,2,4,2,0,11,1,33,53,35,36,48,59,60,59,98,97
Oceania,Palau,Import,Fish,62,86,109,100,107,110,187,341,371,346,257,261,279,323,276,413
Oceania,Papua New Guinea,Export,Crustaceans,1012,1151,739,811,478,689,450,521,474,239,460,360,192,164,448,611
Oceania,Papua New Guinea,Export,Fish,27462,37058,43133,58373,39598,36751,52804,59480,49821,45974,59265,59205,60372,55019,51649,61669
Oceania,Papua New Guinea,Import,Crustaceans,1,183,25,6,9,3,4,4,5,17,9,10,31,79,25,69
Oceania,Papua New Guinea,Import,Fish,8538,7025,10763,12244,13716,14183,14496,19067,17837,18411,15803,10461,12845,16463,19461,26099
Oceania,Samoa,Export,Crustaceans,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Oceania,Samoa,Export,Fish,2154,1538,1573,874,1959,1191,1769,2711,3713,3364,4097,1455,2397,3184,1364,5462
Oceania,Samoa,Import,Crustaceans,0,11,11,41,47,39,124,107,116,59,79,29,34,90,176,158
Oceania,Samoa,Import,Fish,7674,4451,4310,5545,3325,2165,2761,3283,4478,3445,4253,2999,3974,2769,3524,4634
Oceania,Solomon Islands,Export,Crustaceans,3,4,0,1,0,1,1,4,6,3,2,0,0,0,0,0
Oceania,Solomon Islands,Export,Fish,13567,12521,12199,20721,17487,13929,21373,13793,12144,13851,14255,16096,22254,21647,34012,25024
Oceania,Solomon Islands,Import,Crustaceans,16,1,2,1,6,3,20,13,0,0,0,6,9,9,25,14
Oceania,Solomon Islands,Import,Fish,101,334,587,213,508,475,1300,1778,1204,1024,1488,851,721,1464,802,521
Oceania,Tonga,Export,Crustaceans,131,0,36,12,23,0,1,0,2,0,9,0,0,0,0,0
Oceania,Tonga,Export,Fish,993,346,2550,2363,826,746,1036,1004,434,224,366,480,634,517,878,618
Oceania,Tonga,Import,Crustaceans,39,23,15,19,15,19,16,24,61,66,52,64,40,62,58,22
Oceania,Tonga,Import,Fish,628,837,800,858,1041,873,620,1126,774,1087,699,805,431,716,675,640
Oceania,Tuvalu,Export,Crustaceans,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Tuvalu,Export,Fish,100,100,395,640,1501,1640,1980,2320,2674,2970,8812,4879,5308,9687,5325,4337
Oceania,Tuvalu,Import,Crustaceans,0,0,0,0,0,0,0,0,1,0,2,3,1,0,1,2
Oceania,Tuvalu,Import,Fish,5,0,19,12,36,36,16,29,44,21,74,62,10,41,10,99
Oceania,Vanuatu,Export,Crustaceans,2,1,0,1,0,0,0,0,0,0,1,1,0,5,1,0
Oceania,Vanuatu,Export,Fish,54825,27281,34308,44786,63509,79032,69305,71873,48308,48011,39282,29967,33386,31546,34682,34011
Oceania,Vanuatu,Import,Crustaceans,10,3,3,2,6,5,6,17,17,28,32,51,16,55,55,15
Oceania,Vanuatu,Import,Fish,978,457,513,1253,864,972,1371,1461,1735,1687,1699,2489,2160,2512,2284,3103
